order_city,order_state,order_zipcode,order_region,order_country,market,location_id
Vitória da Conquista,Bahía,,South America,Brazil,Latin America,2950
Tembisa,Gauteng,,Southern Africa,South Africa,Africa,2951
Umtata,Cabo Oriental,,Southern Africa,South Africa,Africa,2952
Barletta,Apulia,,Southern Europe,Italy,Europe,2953
Hod HaSharon,Central,,West Asia,Israel,Pacific Asia,2954
Cavaillon,Provenza-Alpes-Costa Azul,,Western Europe,France,Europe,2955
Vaulx-en-Velin,Auvernia-Ródano-Alpes,,Western Europe,France,Europe,2956
Montbrison,Auvernia-Ródano-Alpes,,Western Europe,France,Europe,2957
Clifton,Nueva Jersey,7011,East of USA,United States,North America,2958
Tete,Tete,,East Africa,Mozambique,Africa,2959
Sindelfingen,Baden-Wurtemberg,,Western Europe,Germany,Europe,2960
Wafangdian,Liaoning,,Eastern Asia,China,Pacific Asia,2961
Kasala,Kasala,,North Africa,Sudan,Africa,2962
Eggenstein-Leopoldshafen,Baden-Wurtemberg,,Western Europe,Germany,Europe,2963
Cártama,Andalucía,,Southern Europe,Spain,Europe,2964
La Roche-sur-Yon,Países del Loira,,Western Europe,France,Europe,2965
Kassel,Hesse,,Western Europe,Germany,Europe,2966
Kristiansand,Vest-Agder,,Northern Europe,Norway,Europe,2967
Iserlohn,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,2968
Blagoveshchensk,Bashkortostán,,Eastern Europe,Russia,Europe,2969
Thiais,Isla de Francia,,Western Europe,France,Europe,2970
Marano di Napoli,Campania,,Southern Europe,Italy,Europe,2971
Luohe,Henan,,Eastern Asia,China,Pacific Asia,2972
Jiamusi,Heilongjiang,,Eastern Asia,China,Pacific Asia,2973
Shushtar,Juzestán,,South Asia,Iran,Pacific Asia,2974
Hebi,Henan,,Eastern Asia,China,Pacific Asia,2975
Kupang,Nusa Tenggara Oriental,,Southeast Asia,Indonesia,Pacific Asia,2976
Shizuishan,Ningxia Hui,,Eastern Asia,China,Pacific Asia,2977
Reno,Nevada,89502,West of USA,United States,North America,2978
Belleville,Nueva Jersey,7109,East of USA,United States,North America,2979
Bayonne,Nueva Jersey,7002,East of USA,United States,North America,2980
Burbank,California,91505,West of USA,United States,North America,2981
Tlemcen,Tlemcen,,North Africa,Algeria,Africa,2982
Olomouc,Olomouc,,Eastern Europe,Czech Republic,Europe,2983
Moulins,Auvernia,,Western Europe,France,Europe,2984
Barreiras,Bahía,,South America,Brazil,Latin America,2985
Camocim,Ceará,,South America,Brazil,Latin America,2986
Nevsehir,Nevsehir,,West Asia,Turkey,Pacific Asia,2987
Aksu,Xinjiang Uygur,,Eastern Asia,China,Pacific Asia,2988
Passos,Minas Gerais,,South America,Brazil,Latin America,2989
Campina Grande,Paraíba,,South America,Brazil,Latin America,2990
Floridablanca,Santander,,South America,Colombia,Latin America,2991
Punta Arenas,Magallanes y Antártica Chilena,,South America,Chile,Latin America,2992
Lins,São Paulo,,South America,Brazil,Latin America,2993
Kawasaki,Fukuoka,,Eastern Asia,Japan,Pacific Asia,2994
Wuxi,Hunan,,Eastern Asia,China,Pacific Asia,2995
Nagaoka,Shizuoka,,Eastern Asia,Japan,Pacific Asia,2996
Jodhpur,Guyarat,,South Asia,India,Pacific Asia,2997
Yibin,Sichuan,,Eastern Asia,China,Pacific Asia,2998
Sialkot,Punyab,,South Asia,Pakistan,Pacific Asia,2999
Yushu,Jilin,,Eastern Asia,China,Pacific Asia,3000
Richardson,Texas,75080,US Center,United States,North America,3001
Danville,California,94526,West of USA,United States,North America,3002
Zhangjiakou,Hebei,,Eastern Asia,China,Pacific Asia,3003
Warner Robins,Georgia,31088,South of  USA,United States,North America,3004
Tekirdag,Tekirdag,,West Asia,Turkey,Pacific Asia,3005
Villeparisis,Isla de Francia,,Western Europe,France,Europe,3006
Kamarhati,Bengala Occidental,,South Asia,India,Pacific Asia,3007
Orsay,Isla de Francia,,Western Europe,France,Europe,3008
Acayucan,Veracruz,,Central America,Mexico,Latin America,3009
Guarujá,São Paulo,,South America,Brazil,Latin America,3010
Catanduva,São Paulo,,South America,Brazil,Latin America,3011
Sogamoso,Boyacá,,South America,Colombia,Latin America,3012
Zhytómyr,Zhytómyr,,Eastern Europe,Ukraine,Europe,3013
Orsha,Vitsyebsk,,Eastern Europe,Belarus,Europe,3014
Zenica,Federación de Bosnia y Herzegovina,,Southern Europe,Bosnia and Herzegovina,Europe,3015
Springdale,Arkansas,72762,South of  USA,United States,North America,3016
Sanford,Florida,32771,South of  USA,United States,North America,3017
Hillsboro,Oregón,97123,West of USA,United States,North America,3018
Anyang,Gyeonggi,,Eastern Asia,South Korea,Pacific Asia,3019
Oyama,Tochigi,,Eastern Asia,Japan,Pacific Asia,3020
Darlington,Inglaterra,,Northern Europe,United Kingdom,Europe,3021
Tapachula,Chiapas,,Central America,Mexico,Latin America,3022
Londrina,Paraná,,South America,Brazil,Latin America,3023
Disuq,Kafr el Sheij,,North Africa,Egypt,Africa,3024
Oakville,Ontario,,Canada,Canada,North America,3025
Manteca,California,95336,West of USA,United States,North America,3026
Stolberg,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,3027
Les Herbiers,Países del Loira,,Western Europe,France,Europe,3028
Modena,Emilia-Romaña,,Southern Europe,Italy,Europe,3029
Duitama,Boyacá,,South America,Colombia,Latin America,3030
Tremblay-en-France,Isla de Francia,,Western Europe,France,Europe,3031
Southampton,Inglaterra,,Northern Europe,United Kingdom,Europe,3032
Günzburg,Bavaria,,Western Europe,Germany,Europe,3033
Porlamar,Nueva Esparta,,South America,Venezuela,Latin America,3034
San Luis Obispo,California,93405,West of USA,United States,North America,3035
Burnie,Tasmania,,Oceania,Australia,Pacific Asia,3036
Ninghai,Zhejiang,,Eastern Asia,China,Pacific Asia,3037
Zhoukou,Henan,,Eastern Asia,China,Pacific Asia,3038
Hamme,Flanders Oriental,,Western Europe,Belgium,Europe,3039
Manfredonia,Apulia,,Southern Europe,Italy,Europe,3040
Ancona,Marche,,Southern Europe,Italy,Europe,3041
Iskenderun,Hatay,,West Asia,Turkey,Pacific Asia,3042
Al Hudayda,Al Hudayda,,West Asia,Yemen,Pacific Asia,3043
Guelma,Guelma,,North Africa,Algeria,Africa,3044
Bugía,Bugía,,North Africa,Algeria,Africa,3045
Trebisonda,Trebisonda,,West Asia,Turkey,Pacific Asia,3046
Bisáu,Bisáu,,West Africa,Guinea-Bissau,Africa,3047
Ras al Khaymah,Ras al-Jaima,,West Asia,United Arab Emirates,Pacific Asia,3048
Shagamu,Ogun,,West Africa,Nigeria,Africa,3049
Lodi,California,95240,West of USA,United States,North America,3050
Longmont,Colorado,80501,West of USA,United States,North America,3051
Thornton,Colorado,80229,West of USA,United States,North America,3052
Santa Maria,California,93454,West of USA,United States,North America,3053
Indaiatuba,São Paulo,,South America,Brazil,Latin America,3054
Prato,Toscana,,Southern Europe,Italy,Europe,3055
Kirovohrad,Kirovohrad,,Eastern Europe,Ukraine,Europe,3056
Mallawi,Menia,,North Africa,Egypt,Africa,3057
Taraz,Zhambyl,,Central Asia,Kazakhstan,Pacific Asia,3058
Kocaeli,Kocaeli,,West Asia,Turkey,Pacific Asia,3059
Gresham,Oregón,97030,West of USA,United States,North America,3060
Karimnagar,Telangana,,South Asia,India,Pacific Asia,3061
Shangyu,Zhejiang,,Eastern Asia,China,Pacific Asia,3062
Sargodha,Punyab,,South Asia,Pakistan,Pacific Asia,3063
Wuhai,Mongolia Interior,,Eastern Asia,China,Pacific Asia,3064
Montceau-les-Mines,Borgoña-Franco Condado,,Western Europe,France,Europe,3065
Molfetta,Apulia,,Southern Europe,Italy,Europe,3066
Thionville,Alsacia-Champaña-Ardenas-Lorena,,Western Europe,France,Europe,3067
Saint-Chamond,Auvernia-Ródano-Alpes,,Western Europe,France,Europe,3068
Vesoul,Borgoña-Franco Condado,,Western Europe,France,Europe,3069
Helmond,Brabante Septentrional,,Western Europe,Netherlands,Europe,3070
Chorzow,Silesia,,Eastern Europe,Poland,Europe,3071
Split,Split-Dalmacia,,Southern Europe,Croatia,Europe,3072
Berck,Norte-Paso de Calais-Picardía,,Western Europe,France,Europe,3073
Le Pré-Saint-Gervais,Isla de Francia,,Western Europe,France,Europe,3074
Tournai,Henao,,Western Europe,Belgium,Europe,3075
Vallauris,Provenza-Alpes-Costa Azul,,Western Europe,France,Europe,3076
Castelnau-le-Lez,Languedoc-Rosellón-Mediodía-Pirineos,,Western Europe,France,Europe,3077
Santiago del Estero,Santiago del Estero,,South America,Argentina,Latin America,3078
Quilmes,Buenos Aires (provincia),,South America,Argentina,Latin America,3079
Heze,Shandong,,Eastern Asia,China,Pacific Asia,3080
Renqiu,Hebei,,Eastern Asia,China,Pacific Asia,3081
Matsumoto,Nagano,,Eastern Asia,Japan,Pacific Asia,3082
Kars,Kars,,West Asia,Turkey,Pacific Asia,3083
Satna,Madhya Pradesh,,South Asia,India,Pacific Asia,3084
Aksaray,Aksaray,,West Asia,Turkey,Pacific Asia,3085
Noda,Chiba,,Eastern Asia,Japan,Pacific Asia,3086
Paraparaumu,Wellington,,Oceania,New Zealand,Pacific Asia,3087
Pompano Beach,Florida,33068,South of  USA,United States,North America,3088
Owensboro,Kentucky,42301,South of  USA,United States,North America,3089
Urbandale,Iowa,50322,US Center,United States,North America,3090
Altoona,Pensilvania,16602,East of USA,United States,North America,3091
Highland Park,Illinois,60035,US Center,United States,North America,3092
Tanga,Tanga,,East Africa,Tanzania,Africa,3093
Zilina,Žilina,,Eastern Europe,Slovakia,Europe,3094
Bisceglie,Apulia,,Southern Europe,Italy,Europe,3095
San Angelo,Texas,76903,US Center,United States,North America,3096
Bouake,Vallée du Bandama,,West Africa,Ivory Coast,Africa,3097
Choisy-le-Roi,Isla de Francia,,Western Europe,France,Europe,3098
Xiangfan,Hubei,,Eastern Asia,China,Pacific Asia,3099
Kenner,Luisiana,70065,South of  USA,United States,North America,3100
Mentor,Ohio,44060,East of USA,United States,North America,3101
Chengjiang,Jiangsu,,Eastern Asia,China,Pacific Asia,3102
Silivri,Estambul,,West Asia,Turkey,Pacific Asia,3103
Ouidah,Departamento Atlántico,,West Africa,Benin,Africa,3104
Idfu,Aswan,,North Africa,Egypt,Africa,3105
Barika,Batna,,North Africa,Algeria,Africa,3106
Annecy-le-Vieux,Auvernia-Ródano-Alpes,,Western Europe,France,Europe,3107
Villiers-le-Bel,Isla de Francia,,Western Europe,France,Europe,3108
Rochefort,Aquitania-Lemosín-Poitou-Charentes,,Western Europe,France,Europe,3109
Bratsk,Irkutsk,,Eastern Europe,Russia,Europe,3110
High Wycombe,Inglaterra,,Northern Europe,United Kingdom,Europe,3111
Huddinge,Estocolmo,,Northern Europe,Sweden,Europe,3112
Halesowen,Inglaterra,,Northern Europe,United Kingdom,Europe,3113
Galway,Galway,,Northern Europe,Ireland,Europe,3114
Weimar,Turingia,,Western Europe,Germany,Europe,3115
Saint-Pol-sur-Mer,Norte-Paso de Calais-Picardía,,Western Europe,France,Europe,3116
Salavat,Bashkortostán,,Eastern Europe,Russia,Europe,3117
Haguenau,Alsacia-Champaña-Ardenas-Lorena,,Western Europe,France,Europe,3118
Lorient,Bretaña,,Western Europe,France,Europe,3119
Orihuela,Valenciana,,Southern Europe,Spain,Europe,3120
Blanquefort,Aquitania-Lemosín-Poitou-Charentes,,Western Europe,France,Europe,3121
Rheine,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,3122
Sheboygan,Wisconsin,53081,US Center,United States,North America,3123
Chimoio,Manica,,East Africa,Mozambique,Africa,3124
Maastricht,Limburgo,,Western Europe,Netherlands,Europe,3125
Southport,Inglaterra,,Northern Europe,United Kingdom,Europe,3126
Gandia,Valenciana,,Southern Europe,Spain,Europe,3127
Baden-Baden,Baden-Wurtemberg,,Western Europe,Germany,Europe,3128
Montfermeil,Isla de Francia,,Western Europe,France,Europe,3129
Saint-Gratien,Isla de Francia,,Western Europe,France,Europe,3130
Benidorm,Valenciana,,Southern Europe,Spain,Europe,3131
Massa,Toscana,,Southern Europe,Italy,Europe,3132
Aix-les-Bains,Auvernia-Ródano-Alpes,,Western Europe,France,Europe,3133
Palo Negro,Aragua,,South America,Venezuela,Latin America,3134
Jurema,Pernambuco,,South America,Brazil,Latin America,3135
Nizamabad,Telangana,,South Asia,India,Pacific Asia,3136
Ambon,Maluku,,Southeast Asia,Indonesia,Pacific Asia,3137
Malatya,Malatya,,West Asia,Turkey,Pacific Asia,3138
Mount Pleasant,Carolina del Sur,29464,South of  USA,United States,North America,3139
Yuma,Arizona,85364,West of USA,United States,North America,3140
Westland,Michigan,48185,US Center,United States,North America,3141
West Allis,Wisconsin,53214,US Center,United States,North America,3142
Cary,Carolina del Norte,27511,South of  USA,United States,North America,3143
Gap,Provenza-Alpes-Costa Azul,,Western Europe,France,Europe,3144
Fuzhou,Fujian,,Eastern Asia,China,Pacific Asia,3145
Xiantao,Hubei,,Eastern Asia,China,Pacific Asia,3146
Ziguinchor,Ziguinchor,,West Africa,Senegal,Africa,3147
Den Helder,Holanda Septentrional,,Western Europe,Netherlands,Europe,3148
Enschede,Overijssel,,Western Europe,Netherlands,Europe,3149
Sioux Falls,Dakota del Sur,57103,US Center,United States,North America,3150
Wheeling,Illinois,60090,US Center,United States,North America,3151
Manacapuru,Amazonas,,South America,Brazil,Latin America,3152
Líbano,Tennessee,37087,South of  USA,United States,North America,3153
Summerville,Carolina del Sur,29483,South of  USA,United States,North America,3154
Nakuru,Gran Valle del Rift,,East Africa,Kenya,Africa,3155
Epworth,Harare,,East Africa,Zimbabwe,Africa,3156
Nguigmi,Diffa,,West Africa,Niger,Africa,3157
Parakou,Borgou,,West Africa,Benin,Africa,3158
Woking,Inglaterra,,Northern Europe,United Kingdom,Europe,3159
Barneveld,Güeldres,,Western Europe,Netherlands,Europe,3160
Hilden,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,3161
Stockport,Inglaterra,,Northern Europe,United Kingdom,Europe,3162
Greifswald,Mecklemburgo-Pomerania Occidental,,Western Europe,Germany,Europe,3163
Neu-Ulm,Bavaria,,Western Europe,Germany,Europe,3164
Waiblingen,Baden-Wurtemberg,,Western Europe,Germany,Europe,3165
Blois,Centro-Valle de Loira,,Western Europe,France,Europe,3166
Gagny,Isla de Francia,,Western Europe,France,Europe,3167
Melun,Isla de Francia,,Western Europe,France,Europe,3168
Goussainville,Isla de Francia,,Western Europe,France,Europe,3169
Faenza,Emilia-Romaña,,Southern Europe,Italy,Europe,3170
Maubeuge,Norte-Paso de Calais-Picardía,,Western Europe,France,Europe,3171
Cumbernauld,Escocia,,Northern Europe,United Kingdom,Europe,3172
Amstelveen,Holanda Septentrional,,Western Europe,Netherlands,Europe,3173
Sallanches,Auvernia-Ródano-Alpes,,Western Europe,France,Europe,3174
Divinópolis,Minas Gerais,,South America,Brazil,Latin America,3175
Gulbarga,Karnataka,,South Asia,India,Pacific Asia,3176
Penglai,Shandong,,Eastern Asia,China,Pacific Asia,3177
Xingtai,Hebei,,Eastern Asia,China,Pacific Asia,3178
Kaiyuan,Yunnan,,Eastern Asia,China,Pacific Asia,3179
Randfontein,Gauteng,,Southern Africa,South Africa,Africa,3180
Segovia,Castilla y León,,Southern Europe,Spain,Europe,3181
Chioggia,Véneto,,Southern Europe,Italy,Europe,3182
Gliwice,Silesia,,Eastern Europe,Poland,Europe,3183
Lons-le-Saunier,Borgoña-Franco Condado,,Western Europe,France,Europe,3184
San Antonio,Valparaíso,,South America,Chile,Latin America,3185
Catalão,Goiás,,South America,Brazil,Latin America,3186
Langfang,Hebei,,Eastern Asia,China,Pacific Asia,3187
Ramat Gan,Tel Aviv,,West Asia,Israel,Pacific Asia,3188
Adiyaman,Adiyaman,,West Asia,Turkey,Pacific Asia,3189
Timaru,Canterbury,,Oceania,New Zealand,Pacific Asia,3190
Huzhou,Zhejiang,,Eastern Asia,China,Pacific Asia,3191
Bandar-e Anzali,Guilán,,South Asia,Iran,Pacific Asia,3192
Boise,Idaho,83704,West of USA,United States,North America,3193
Lancaster,California,93534,West of USA,United States,North America,3194
Salinas,California,93905,West of USA,United States,North America,3195
Warwick,Rhode Island,2886,East of USA,United States,North America,3196
Santa Helena,Marañón,,South America,Brazil,Latin America,3197
Concarneau,Bretaña,,Western Europe,France,Europe,3198
Goulburn,Nueva Gales del Sur,,Oceania,Australia,Pacific Asia,3199
Abilene,Texas,79605,US Center,United States,North America,3200
Bowling Green,Ohio,43402,East of USA,United States,North America,3201
Chapel Allerton,Inglaterra,,Northern Europe,United Kingdom,Europe,3202
Jinja,Jinja,,East Africa,Uganda,Africa,3203
Baraki,Tipaza,,North Africa,Algeria,Africa,3204
Centurion,Gauteng,,Southern Africa,South Africa,Africa,3205
Uvinza,Kigoma,,East Africa,Tanzania,Africa,3206
Morogoro,Morogoro,,East Africa,Tanzania,Africa,3207
Toamasina,Atsinanana,,East Africa,Madagascar,Africa,3208
Asiut,Asiut,,North Africa,Egypt,Africa,3209
Voiron,Auvernia-Ródano-Alpes,,Western Europe,France,Europe,3210
Stralsund,Mecklemburgo-Pomerania Occidental,,Western Europe,Germany,Europe,3211
La Crau,Provenza-Alpes-Costa Azul,,Western Europe,France,Europe,3212
Bury,Inglaterra,,Northern Europe,United Kingdom,Europe,3213
Kalundborg,Selandia,,Northern Europe,Denmark,Europe,3214
Bergen op Zoom,Brabante Septentrional,,Western Europe,Netherlands,Europe,3215
Oleksandriya,Kirovohrad,,Eastern Europe,Ukraine,Europe,3216
Kidderminster,Inglaterra,,Northern Europe,United Kingdom,Europe,3217
Győr,Gy?r,,Eastern Europe,Hungary,Europe,3218
Dole,Borgoña-Franco Condado,,Western Europe,France,Europe,3219
Vittoria,Sicilia,,Southern Europe,Italy,Europe,3220
Nysa,Opole,,Eastern Europe,Poland,Europe,3221
Sousa,Paraíba,,South America,Brazil,Latin America,3222
Jaú,São Paulo,,South America,Brazil,Latin America,3223
El Tigre,Anzoátegui,,South America,Venezuela,Latin America,3224
Lajeado,Rio Grande do Sul,,South America,Brazil,Latin America,3225
Toledo,Paraná,,South America,Brazil,Latin America,3226
Jiaohe,Jilin,,Eastern Asia,China,Pacific Asia,3227
Anshun,Guizhou,,Eastern Asia,China,Pacific Asia,3228
Mataram,Nusatenggara Occidental,,Southeast Asia,Indonesia,Pacific Asia,3229
Kure,Hiroshima,,Eastern Asia,Japan,Pacific Asia,3230
Afyon,Afyonkarahisar,,West Asia,Turkey,Pacific Asia,3231
Jayapura,Papua,,Southeast Asia,Indonesia,Pacific Asia,3232
Tarsus,Mersin,,West Asia,Turkey,Pacific Asia,3233
Diyarbakir,Diyarbakir,,West Asia,Turkey,Pacific Asia,3234
Jingmen,Hubei,,Eastern Asia,China,Pacific Asia,3235
Quanzhou,Fujian,,Eastern Asia,China,Pacific Asia,3236
Marion,Iowa,52302,US Center,United States,North America,3237
Lancaster,Pensilvania,17602,East of USA,United States,North America,3238
Chilly-Mazarin,Isla de Francia,,Western Europe,France,Europe,3239
Matehuala,San Luis Potosí,,Central America,Mexico,Latin America,3240
Arcoverde,Pernambuco,,South America,Brazil,Latin America,3241
Kawagoe,Saitama,,Eastern Asia,Japan,Pacific Asia,3242
Shahjahanpur,Uttar Pradesh,,South Asia,India,Pacific Asia,3243
Barddhaman,Bengala Occidental,,South Asia,India,Pacific Asia,3244
Çanakkale,Çanakkale,,West Asia,Turkey,Pacific Asia,3245
New Brunswick,Nueva Jersey,8901,East of USA,United States,North America,3246
Cottage Grove,Minnesota,55016,US Center,United States,North America,3247
Gladstone,Misuri,64118,US Center,United States,North America,3248
Eau Claire,Wisconsin,54703,US Center,United States,North America,3249
Chico,California,95928,West of USA,United States,North America,3250
Burnaby,Columbia británica,,Canada,Canada,North America,3251
Modesto,California,95351,West of USA,United States,North America,3252
Elbasan,Elbasan,,Southern Europe,Albania,Europe,3253
Concord,California,94521,West of USA,United States,North America,3254
Dartmouth,Nueva Escocia,,Canada,Canada,North America,3255
Hamilton,Ohio,45011,East of USA,United States,North America,3256
Lagny-sur-Marne,Isla de Francia,,Western Europe,France,Europe,3257
Guatire,Miranda,,South America,Venezuela,Latin America,3258
Samarra,Saladino,,West Asia,Iraq,Pacific Asia,3259
Macon,Georgia,31204,South of  USA,United States,North America,3260
West Palm Beach,Florida,33407,South of  USA,United States,North America,3261
Tulle,Aquitania-Lemosín-Poitou-Charentes,,Western Europe,France,Europe,3262
Barretos,São Paulo,,South America,Brazil,Latin America,3263
Erechim,Rio Grande do Sul,,South America,Brazil,Latin America,3264
Huixquilucan,México,,Central America,Mexico,Latin America,3265
Shuangcheng,Heilongjiang,,Eastern Asia,China,Pacific Asia,3266
Tripoli,Líbano del Norte,,West Asia,Lebanon,Pacific Asia,3267
Foshan,Guangdong,,Eastern Asia,China,Pacific Asia,3268
Suizhou,Hubei,,Eastern Asia,China,Pacific Asia,3269
Ube,Yamaguchi,,Eastern Asia,Japan,Pacific Asia,3270
Meizhou,Guangdong,,Eastern Asia,China,Pacific Asia,3271
Tongliao,Mongolia Interior,,Eastern Asia,China,Pacific Asia,3272
Revere,Massachusetts,2151,East of USA,United States,North America,3273
Hamilton,Ontario,,Canada,Canada,North America,3274
Hot Springs,Arkansas,71901,South of  USA,United States,North America,3275
Woodstock,Illinois,60098,US Center,United States,North America,3276
Rochester Hills,Michigan,48307,US Center,United States,North America,3277
Bullhead City,Arizona,86442,West of USA,United States,North America,3278
Vilhena,Rondônia,,South America,Brazil,Latin America,3279
Milford,Connecticut,6460,East of USA,United States,North America,3280
Renton,Washington,98059,West of USA,United States,North America,3281
Issoire,Auvernia,,Western Europe,France,Europe,3282
Mariupol,Donetsk,,Eastern Europe,Ukraine,Europe,3283
Albertville,Auvernia-Ródano-Alpes,,Western Europe,France,Europe,3284
Khasavyurt,Daguestán,,Eastern Europe,Russia,Europe,3285
Leoben,Stiria,,Western Europe,Austria,Europe,3286
Wetter (Ruhr),Renania del Norte-Westfalia,,Western Europe,Germany,Europe,3287
Coudekerque-Branche,Norte-Paso de Calais-Picardía,,Western Europe,France,Europe,3288
Poitiers,Aquitania-Lemosín-Poitou-Charentes,,Western Europe,France,Europe,3289
Trani,Apulia,,Southern Europe,Italy,Europe,3290
Santa Cruz do Sul,Rio Grande do Sul,,South America,Brazil,Latin America,3291
Paramaribo,Paramaribo,,South America,Suriname,Latin America,3292
Guatemala City,Guatemala,,Central America,Guatemala,Latin America,3293
Cassilândia,Mato Grosso del Sur,,South America,Brazil,Latin America,3294
Xuanhua,Hebei,,Eastern Asia,China,Pacific Asia,3295
Leshan,Sichuan,,Eastern Asia,China,Pacific Asia,3296
Hisar,Haryana,,South Asia,India,Pacific Asia,3297
Kasugai,Aichi,,Eastern Asia,Japan,Pacific Asia,3298
Tuscaloosa,Alabama,35401,South of  USA,United States,North America,3299
Temecula,California,92592,West of USA,United States,North America,3300
Gulfport,Misisipi,39503,South of  USA,United States,North America,3301
La Porte,Texas,77571,US Center,United States,North America,3302
Oxnard,California,93030,West of USA,United States,North America,3303
Stockton,California,95207,West of USA,United States,North America,3304
Woonsocket,Rhode Island,2895,East of USA,United States,North America,3305
Buffalo Grove,Illinois,60089,US Center,United States,North America,3306
Garland,Texas,75043,US Center,United States,North America,3307
Edmond,Oklahoma,73034,US Center,United States,North America,3308
Salon-de-Provence,Provenza-Alpes-Costa Azul,,Western Europe,France,Europe,3309
Taylor,Michigan,48180,US Center,United States,North America,3310
Holland,Michigan,49423,US Center,United States,North America,3311
Al Amarah,Mesena,,West Asia,Iraq,Pacific Asia,3312
Maroua,Extreme-Nord,,Central Africa,Cameroon,Africa,3313
Moshi,Kilimanjaro,,East Africa,Tanzania,Africa,3314
Rubí,Cataluña,,Southern Europe,Spain,Europe,3315
Caluire-et-Cuire,Auvernia-Ródano-Alpes,,Western Europe,France,Europe,3316
Pingxiang,Jiangxi,,Eastern Asia,China,Pacific Asia,3317
Waukesha,Wisconsin,53186,US Center,United States,North America,3318
Lawton,Oklahoma,73505,US Center,United States,North America,3319
Korla,Xinjiang Uygur,,Eastern Asia,China,Pacific Asia,3320
Yamoussoukro,Lacs,,West Africa,Ivory Coast,Africa,3321
Qena,Qina,,North Africa,Egypt,Africa,3322
Bergerac,Aquitania-Lemosín-Poitou-Charentes,,Western Europe,France,Europe,3323
Sosnowiec,Silesia,,Eastern Europe,Poland,Europe,3324
Ermont,Isla de Francia,,Western Europe,France,Europe,3325
Ludwigsburg,Baden-Wurtemberg,,Western Europe,Germany,Europe,3326
Delmenhorst,Baja Sajonia,,Western Europe,Germany,Europe,3327
Quevedo,Los Ríos,,South America,Ecuador,Latin America,3328
Araraquara,São Paulo,,South America,Brazil,Latin America,3329
Chiclayo,Lambayeque,,South America,Peru,Latin America,3330
Santos,São Paulo,,South America,Brazil,Latin America,3331
Riberalta,El Beni,,South America,Bolivia,Latin America,3332
San Ignacio,Distrito de Cayo,,Central America,Belize,Latin America,3333
Taboão da Serra,São Paulo,,South America,Brazil,Latin America,3334
Tumkur,Karnataka,,South Asia,India,Pacific Asia,3335
Cheonan,Chungcheong del Sur,,Eastern Asia,South Korea,Pacific Asia,3336
Boca Raton,Florida,33433,South of  USA,United States,North America,3337
Andover,Massachusetts,1810,East of USA,United States,North America,3338
Liubliana,Liubliana,,Southern Europe,Slovenia,Europe,3339
Suining,Sichuan,,Eastern Asia,China,Pacific Asia,3340
Kandahar,Kandahar,,South Asia,Afghanistan,Pacific Asia,3341
Shahreza,Isfahán,,South Asia,Iran,Pacific Asia,3342
Ilam,Ilam,,South Asia,Iran,Pacific Asia,3343
Citrus Heights,California,95610,West of USA,United States,North America,3344
Loveland,Colorado,80538,West of USA,United States,North America,3345
Akure,Ondo,,West Africa,Nigeria,Africa,3346
Koidu,Oriental,,West Africa,Sierra Leone,Africa,3347
Uvira,Kivu del Sur,,Central Africa,Democratic Republic of the Congo,Africa,3348
Bauchi,Bauchi,,West Africa,Nigeria,Africa,3349
Fort Portal,Kabarole,,East Africa,Uganda,Africa,3350
Terneuzen,Zelanda,,Western Europe,Netherlands,Europe,3351
Caraguatatuba,São Paulo,,South America,Brazil,Latin America,3352
Apartadó,Antioquía,,South America,Colombia,Latin America,3353
Plaisance-du-Touch,Languedoc-Rosellón-Mediodía-Pirineos,,Western Europe,France,Europe,3354
Clacton-on-Sea,Inglaterra,,Northern Europe,United Kingdom,Europe,3355
Getxo,País Vasco,,Southern Europe,Spain,Europe,3356
Odivelas,Lisboa,,Southern Europe,Portugal,Europe,3357
Behbahan,Juzestán,,South Asia,Iran,Pacific Asia,3358
Pickering,Ontario,,Canada,Canada,North America,3359
Gorzow Wielkopolski,Lubusz,,Eastern Europe,Poland,Europe,3360
Aydin,Aydin,,West Asia,Turkey,Pacific Asia,3361
Majadahonda,Madrid,,Southern Europe,Spain,Europe,3362
Cuxhaven,Baja Sajonia,,Western Europe,Germany,Europe,3363
Chatham,Inglaterra,,Northern Europe,United Kingdom,Europe,3364
Bento Gonçalves,Rio Grande do Sul,,South America,Brazil,Latin America,3365
Palmares,Pernambuco,,South America,Brazil,Latin America,3366
Zielona Gora,Lubusz,,Eastern Europe,Poland,Europe,3367
Woodbury,Minnesota,55125,US Center,United States,North America,3368
Jalna,Maharashtra,,South Asia,India,Pacific Asia,3369
Crato,Ceará,,South America,Brazil,Latin America,3370
Ciénaga,Magdalena,,South America,Colombia,Latin America,3371
Dax,Aquitania-Lemosín-Poitou-Charentes,,Western Europe,France,Europe,3372
Molina de Segura,Murcia,,Southern Europe,Spain,Europe,3373
San Salvador de Jujuy,Jujuy,,South America,Argentina,Latin America,3374
Halmstad,Halland,,Northern Europe,Sweden,Europe,3375
Gaomi,Shandong,,Eastern Asia,China,Pacific Asia,3376
Wuzhou,Guangxi,,Eastern Asia,China,Pacific Asia,3377
